NAME,LINK,Resolution,Priority,DESCRIPTION,RESOLUTION,STATUS,CREATED TIME,ROSOLVED TIME,FIRST COMMENT TIME,#COMMENTS,TIME 1,TIME 2
Statestore should garbage collect hung connections,https://issues.apache.org/jira/browse/IMPALA-1726,Fixed,Critical,"If a node is truly hung, the statestore may apparently wait forever to receive the heartbeat response. We need to check the TCP timeouts on the connections from the statestore to the subscriber.

Since the operating system can also interfere, we should periodically visit all heartbeat threads and see how long they've been in the heartbeat RPC for. I think we can forcibly close the socket in a GC thread if it's taken too long. The next time round should hit the TCP cnxn timeout (or be refused), and the subscriber should be marked as dead.",Fixed,Resolved,2/2/2015 18:41:00,3/17/2015 16:26:00,3/17/2015 0:05:00,4,43,0.00
Yarn NodeManager OOM Listener Fails Compilation on Ubuntu 18.04,https://issues.apache.org/jira/browse/YARN-8498,Fixed,Blocker,"While building this project, I ran into a few compilation errors here. The first one was in this file:

hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/native/oom-listener/impl/oom_listener_main.c

At the very end, during the compilation of the OOM test, it fails again:
hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/native/oom-listener/test/oom_listener_test_main.cc

hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/native/oom-listener/test/oom_listener_test_main.cc:256:7: error: ‘__WAIT_STATUS’ was not declared in this scope
__WAIT_STATUS mem_hog_status = {};

hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/native/oom-listener/test/oom_listener_test_main.cc:257:30: error: ‘mem_hog_status’ was not declared in this scope
__pid_t exited0 = wait(mem_hog_status);

hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/native/oom-listener/test/oom_listener_test_main.cc:275:21: error: expected ‘;’ before ‘oom_listener_status’
__WAIT_STATUS oom_listener_status = {};

hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/native/oom-listener/test/oom_listener_test_main.cc:276:30: error: ‘oom_listener_status’ was not declared in this scope
__pid_t exited1 = wait(oom_listener_status);",Fixed,Resolved,2/7/2019 7:49:00,2/7/2019 7:37:00,7/15/2018 6:03:00,28,207,207.00
Performance of DirectColorModel RGB bitmap images,https://issues.apache.org/jira/browse/XGC-71,Fixed,-,When RGB bitmaps are used there can be performance improvements made to mitigate some of the impact.,Fixed,Resolved,7/25/2012 9:14:00,7/25/2012 9:52:00,7/25/2012 9:52:00,1,0,0.00
activemq-client tests are failing with JDK17+,https://issues.apache.org/jira/browse/AMQ-9341,Fixed,Major,"activemq-client module doesn't build due to test failure:

Caused by: java.net.BindException: Can't assign requested address
        at java.base/sun.nio.ch.Net.connect0(Native Method)
        at java.base/sun.nio.ch.Net.connect(Net.java:579)
        at java.base/sun.nio.ch.Net.connect(Net.java:568)
        at java.base/sun.nio.ch.NioSocketImpl.connect(NioSocketImpl.java:593)
        at java.base/java.net.SocksSocketImpl.connect(SocksSocketImpl.java:327)
        at java.base/java.net.Socket.connect(Socket.java:633)
        at java.base/sun.security.ssl.SSLSocketImpl.connect(SSLSocketImpl.java:304)
        at org.apache.activemq.transport.tcp.TcpTransport.connect(TcpTransport.java:525) ",Fixed,Resolved,10/16/2023 15:57:00,11/1/2023 5:40:00,10/21/2023 13:32:00,6,16,11.00
Python DataFrame CSV load on large file is writing to console in Ipython,https://issues.apache.org/jira/browse/SPARK-14103,Fixed,Major,"I am using the spark from the master branch and when I run the following command on a large tab separated file then I get the contents of the file being written to the stderr

df = sqlContext.read.load(""temp.txt"", format=""csv"", header=""false"", inferSchema=""true"", delimiter=""\t"")
Here is a sample of output:

^M[Stage 1:>                                                          (0 + 2) / 2]16/03/23 14:01:02 ERROR Executor: Exception in task 1.0 in stage 1.0 (TID 2)
com.univocity.parsers.common.TextParsingException: Error processing input: Length of parsed input (1000001) exceeds the maximum number of characters defined in your parser settings (1000000). Identified line separator characters in the parsed content. This may be the cause of the error. The line separator in your parser settings is set to '\n'. Parsed content:
        Privacy-shake"",: a haptic interface for managing privacy settings in mobile location sharing applications       privacy shake a haptic interface for managing privacy settings in mobile location sharing applications  2010    2010/09/07              international conference on human computer interaction  interact                43331058        19371[\n]        3D4F6CA1        Between the Profiles: Another such Bias. Technology Acceptance Studies on Social Network Services       between the profiles another such bias technology acceptance studies on social network services 2015    2015/08/02      10.1007/978-3-319-21383-5_12    international conference on human-computer interaction  interact                43331058        19502[\n]

.......

.........

web snippets    2008    2008/05/04      10.1007/978-3-642-01344-7_13    international conference on web information systems and technologies    webist          44F29802        19489
06FA3FFA        Interactive 3D User Interfaces for Neuroanatomy Exploration     interactive 3d user interfaces for neuroanatomy exploration     2009                    internationa]
        at com.univocity.parsers.common.AbstractParser.handleException(AbstractParser.java:241)
        at com.univocity.parsers.common.AbstractParser.parseNext(AbstractParser.java:356)
        at org.apache.spark.sql.execution.datasources.csv.BulkCsvReader.next(CSVParser.scala:137)
        at org.apache.spark.sql.execution.datasources.csv.BulkCsvReader.next(CSVParser.scala:120)
        at scala.collection.Iterator$class.foreach(Iterator.scala:742)
        at org.apache.spark.sql.execution.datasources.csv.BulkCsvReader.foreach(CSVParser.scala:120)
        at scala.collection.TraversableOnce$class.foldLeft(TraversableOnce.scala:155)
        at org.apache.spark.sql.execution.datasources.csv.BulkCsvReader.foldLeft(CSVParser.scala:120)
        at scala.collection.TraversableOnce$class.aggregate(TraversableOnce.scala:212)
        at org.apache.spark.sql.execution.datasources.csv.BulkCsvReader.aggregate(CSVParser.scala:120)
        at org.apache.spark.rdd.RDD$$anonfun$aggregate$1$$anonfun$22.apply(RDD.scala:1058)
        at org.apache.spark.rdd.RDD$$anonfun$aggregate$1$$anonfun$22.apply(RDD.scala:1058)
        at org.apache.spark.SparkContext$$anonfun$35.apply(SparkContext.scala:1827)
        at org.apache.spark.SparkContext$$anonfun$35.apply(SparkContext.scala:1827)
        at org.apache.spark.scheduler.ResultTask.runTask(ResultTask.scala:69)
        at org.apache.spark.scheduler.Task.run(Task.scala:82)
        at org.apache.spark.executor.Executor$TaskRunner.run(Executor.scala:231)
        at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
        at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)
        at java.lang.Thread.run(Thread.java:745)
Caused by: java.lang.ArrayIndexOutOfBoundsException
16/03/23 14:01:03 ERROR TaskSetManager: Task 0 in stage 1.0 failed 1 times; aborting job
^M[Stage 1:>                                                          (0 + 1) / 2]


For a small sample (<10,000 lines) of the data, I am not getting any error. But as soon as I go above more than 100,000 samples, I start getting the error.

I don't think the spark platform should output the actual data to stderr ever as it decreases the readability.",Fixed,Resolved,3/23/2016 20:22:00,4/8/2016 7:28:00,3/23/2016 20:25:00,35,16,16.00
Missing menu items,https://issues.apache.org/jira/browse/ASFSITE-27,Fixed,Major,"The redesign has lost several links from the navigation:

Privacy Page
Incubator
Memorials
Conferences",Fixed,Resolved,7/16/2023 23:33:00,7/19/2023 22:42:00,7/19/2023 22:42:00,1,3,0.00
Site-to-Site Transit URI is inconsistent,https://issues.apache.org/jira/browse/NIFI-2028,Fixed,Major,"Site-to-Site client and server create provenance event at both end, and those have Transit URI in it to record how flow files are transferred. However, the URI formats are inconsistent among RAW vs HTTP.

Test result as follows:

These port numbers are configurable in nifi.properties
3080: Web API port (nifi.web.http.port)
3081: Site-to-Site RAW Socket port (nifi.remote.input.socket.port)
Before Fix

PUSH - RAW

Client - SEND:	nifi://localhost:3081/flow-file-uuid
Server - RECEIVE:	nifi://localhost:3081/flow-file-uuid
PULL - RAW

Client - RECEIVE:	nifi://localhost:3081flow-file-uuid
Server - SEND:	nifi://localhost:3081/flow-file-uuid
PUSH - HTTP

Client - SEND:	http://127.0.0.1:3080/nifi-api/flow-file-uuid
Server - RECEIVE:	nifi://127.0.0.1:57390
PULL - HTTP

Client - RECEIVE:	http://127.0.0.1:3080/flow-file-uuid
Server - SEND:	nifi://127.0.0.1:57673
Issues

PULL - RAW, Client - RECEIVE: lacks '/' in between port and flow-file uuid
RAW uses server's host and port on both end (by transit url prefix), HTTP should follow this rule
HTTP transit uri looks like REST endpoint but it is not a real endpoint. It should be an actual endpoint URI
RAW uses hostname, while HTTP uses IP address
After Fix

PUSH - RAW

Client - SEND:	nifi://localhost:3081/flow-file-uuid
Server - RECEIVE:	nifi://localhost:3081/flow-file-uuid
PULL - RAW

Client - RECEIVE:	nifi://localhost:3081/flow-file-uuid
Server - SEND:	nifi://localhost:3081/flow-file-uuid
PUSH - HTTP

Client - SEND:	http://localhost:3080/nifi-api/data-transfer/input-ports/$port-id/transactions/$tx-id/flow-files
Server - RECEIVE:	http://localhost:3080/nifi-api/data-transfer/input-ports/$port-id/transactions/$tx-id/flow-files
PULL - HTTP

Client - RECEIVE:	http://localhost:3080/nifi-api/data-transfer/output-ports/$port-id/transactions/$tx-id/flow-files
Server - SEND:	http://localhost:3080/nifi-api/data-transfer/output-ports/$port-id/transactions/$tx-id/flow-files",Fixed,Resolved,6/15/2016 6:50:00,8/2/2016 13:15:00,6/15/2016 7:21:00,27,48,48.00
compat with pandas 0.20.0,https://issues.apache.org/jira/browse/ARROW-879,Fixed,Blocker,pandas changes the location of an import for ``DatetimeTZDtype``: http://pandas-docs.github.io/pandas-docs-travis/whatsnew.html#reorganization-of-the-library-privacy-changes,Fixed,Resolved,4/23/2017 12:56:00,4/23/2017 22:37:00,4/23/2017 15:58:00,3,0,0.00
Unexpected subelement Name,https://issues.apache.org/jira/browse/AXIS2-1747,Fixed,Major,"When the generated stub processes response, it expects the nodes come in a specific order. If the order is different, exception is thrown.

The code is in parse() methods of different result processing factory.

For example, the code:
/// process the ""first"" element ""IsPrivacyChanged""
if (reader.isStartElement()
...
""IsPrivacyChanged"").equals(reader.getName())) {
read the value
}else
{
throw exception
}

///now it processes 2nd element.
if (reader.isStartElement()
...
""Name"").equals(reader.getName())) {
read the value
}else
{
throw exception
}

If ""Name"" came in before ""IsPrivacyChanged"", exception is thrown.

A loop should be used, and any elements can appear in any order.",Fixed,Resolved,11/20/2006 2:48:00,2/5/2007 7:32:00,11/20/2006 3:05:00,3,77,77.00
query fails when calcite parse sql,https://issues.apache.org/jira/browse/KYLIN-1539,Fixed,Major,"There are two cases of query failure when calcite parses sql. However, both are solved by the same solution, just restarting kylin server.",Fixed,Resolved,3/28/2016 9:52:00,4/18/2016 10:14:00,3/28/2016 9:52:00,18,21,21.00
System views design leads to bad user expirience.,https://issues.apache.org/jira/browse/IGNITE-12921,Fixed,Critical,"Current implementation of system views has broken system behavior which is related with querying system views.

Before 2.8 system views were available via SQL queries (if indexing is enabled). It did not depend on any configuration.

After implementation of IGNITE-12145 system views available only if SqlViewExporterSpi is passed to IgniteConfiguration.setSystemViewExporterSpi(). Now, if an user configures some SystemViewExporterSpi then provided user configuration will rewrite default configuration and SqlViewExporterSpi won't be initialized. As result it is impossible to query system views and any query to the views fails with exception. This behavior is not obvious for the user. See tests below.

The second problem is kind of design problem. System view is internal part of the system and should be available regardless of any exporter configuration (at least via SQL) such as it was implemented before 2.8 release.

My suggestion is the following: we should remove SqlViewExporterSpi and configure all views on indexing module initialization. SqlViewExporterSPI also doesn't make sense because:

it operates by some internal API (SchemaManager, GridKernalContext, IgniteH2Indexing).
it doesn't allow to end user to add any new system view.
Only thing that could be useful is a filtering. But it could be done with SQL.

Reproducer of broken behavior:

package org.apache.ignite.internal.processors.cache.metric;

import org.apache.ignite.cache.query.SqlFieldsQuery;
import org.apache.ignite.cluster.ClusterState;
import org.apache.ignite.configuration.DataRegionConfiguration;
import org.apache.ignite.configuration.DataStorageConfiguration;
import org.apache.ignite.configuration.IgniteConfiguration;
import org.apache.ignite.internal.IgniteEx;
import org.apache.ignite.spi.systemview.jmx.JmxSystemViewExporterSpi;
import org.apache.ignite.testframework.junits.common.GridCommonAbstractTest;
import org.junit.Test;

import java.util.HashSet;
import java.util.List;
import java.util.Set;

import static java.util.Arrays.asList;
import static org.apache.ignite.internal.processors.cache.index.AbstractSchemaSelfTest.queryProcessor;

public class SystemViewTest extends GridCommonAbstractTest {

    private static boolean useDefaultSpi;

    /** {@inheritDoc} */
    @Override protected IgniteConfiguration getConfiguration(String igniteInstanceName) throws Exception {
        IgniteConfiguration cfg = super.getConfiguration(igniteInstanceName);

        cfg.setConsistentId(igniteInstanceName);

        cfg.setDataStorageConfiguration(new DataStorageConfiguration()
                .setDataRegionConfigurations(
                        new DataRegionConfiguration().setName(""in-memory"").setMaxSize(100L * 1024 * 1024))
                .setDefaultDataRegionConfiguration(
                        new DataRegionConfiguration()
                                .setPersistenceEnabled(true)));

        if (!useDefaultSpi) {
            // Configure user provided system view exporter SPI.
            cfg.setSystemViewExporterSpi(new JmxSystemViewExporterSpi());
        }

        return cfg;
    }

    /**
     * Will executed succefully.
     */
    @Test
    public void testSystemViewWithDefaultSpi() throws Exception {
        useDefaultSpi = true;

        doTestSystemView();
    }

    /**
     * Will fail with <code>Table ""VIEWS"" not found</code>.
     */
    @Test
    public void testSystemViewWithCustomSpi() throws Exception {
        useDefaultSpi = false;

        doTestSystemView();
    }

    private void doTestSystemView() throws Exception {
        try (IgniteEx ignite = startGrid()) {
            ignite.cluster().state(ClusterState.ACTIVE);

            Set<String> cacheNames = new HashSet<>(asList(""cache-1"", ""cache-2""));

            for (String name : cacheNames)
                ignite.getOrCreateCache(name);

            SqlFieldsQuery qry = new SqlFieldsQuery(""SELECT * FROM SYS.VIEWS"");

            List<List<?>> res = queryProcessor(ignite).querySqlFields(qry, true).getAll();

            res.forEach(item -> log.info(""VIEW FOUND: "" + item));
        }
    }

}",Fixed,Resolved,4/20/2020 16:09:00,9/18/2020 12:07:00,4/22/2020 13:04:00,10,151,149.00
TestFailpoints::test_failpoints crash in ARM build,https://issues.apache.org/jira/browse/IMPALA-11542,Fixed,Critical,"Saw the crash in https://jenkins.impala.io/job/ubuntu-16.04-from-scratch-ARM/13

In the ERROR log:

Picked up JAVA_TOOL_OPTIONS: -agentlib:jdwp=transport=dt_socket,address=30000,server=y,suspend=n  
impalad: /home/ubuntu/native-toolchain/source/llvm/llvm-5.0.1-asserts.src-p3/lib/ExecutionEngine/RuntimeDyld/RuntimeDyldELF.cpp:400: void llvm::RuntimeDyldELF::resolveAArch64Relocation(const llvm::SectionEntry&, uint64_t, uint64_t, uint32_t, int64_t): Assertion `isInt<33>(Result) && ""overflow check failed for relocation""' failed.
Minidump in thread [20013]exec-finstance (finst:1e4a0f56622f2a15:51c2970900000005) running query 1e4a0f56622f2a15:51c2970900000000, fragment instance 1e4a0f56622f2a15:51c2970900000005
Wrote minidump to /home/ubuntu/Impala/logs/ee_tests/minidumps/impalad/de4830d8-009d-47f4-f14bb68a-f0d8cd4c.dmp 
In the INFO log:

I0830 06:54:49.173234 11329 impala-beeswax-server.cc:516] query: Query {
  01: query (string) = ""SELECT STRAIGHT_JOIN *\n           FROM alltypes t1\n                  JOIN /*+broadcast*/ alltypesagg t2 ON t1.id = t2.id\n           WHERE t2.int_col < 1000"",
  03: configuration (list) = list<string>[10] {
    [0] = ""CLIENT_IDENTIFIE[...](273)"",
    [1] = ""TEST_REPLAN=1"",
    [2] = ""DISABLE_CODEGEN=False"",
    [3] = ""BATCH_SIZE=0"",
    [4] = ""NUM_NODES=0"",
    [5] = ""DISABLE_CODEGEN_ROWS_THRESHOLD=0"",
    [6] = ""MT_DOP=4"",
    [7] = ""ABORT_ON_ERROR=1"",
    [8] = ""DEBUG_ACTION=4:GETNEXT:MEM_LIMIT_EXCEEDED|COORD_BEFORE_EXEC_RPC:JITTER@100@0.3"",
    [9] = ""EXEC_SINGLE_NODE_ROWS_THRESHOLD=0"",
  },
  04: hadoop_user (string) = ""ubuntu"",
}
...
  74: client_identifier (string) = ""failure/test_failpoints.py::TestFailpoints::()::test_failpoints[protocol:beeswax|table_format:seq/snap/block|exec_option:{'test_replan':1;'batch_size':0;'num_nodes':0;'disable_codegen_rows_threshold':0;'disable_codegen':False;'abort_on_error':1;'exec_sing"",
...
I0830 06:54:49.173739 11329 Frontend.java:1877] 1e4a0f56622f2a15:51c2970900000000] Analyzing query: SELECT STRAIGHT_JOIN *
           FROM alltypes t1
                  JOIN /*+broadcast*/ alltypesagg t2 ON t1.id = t2.id
           WHERE t2.int_col < 1000 db: functional_seq_snap 
The client_identifier shows it's TestFailpoints::test_failpoints.",Fixed,Resolved,8/30/2022 12:34:00,12/1/2023 18:29:00,9/6/2022 1:47:00,7,458,451.00
Value::Record containing enums fail to validate when using namespaces in Schema,https://issues.apache.org/jira/browse/AVRO-3674,Fixed,Major,"Consider the following schema:

{
    ""type"": ""record"",
    ""name"": ""NamespacedMessage"",
    ""namespace"": ""com.domain"",
    ""fields"": [
        {
            ""type"": ""record"",
            ""name"": ""field_a"",
            ""fields"": [
                {
                    ""name"": ""enum_a"",
                    ""type"": {
                        ""type"": ""enum"",
                        ""name"": ""EnumType"",
                        ""symbols"": [
                            ""SYMBOL_1"",
                            ""SYMBOL_2""
                        ],
                        ""default"": ""SYMBOL_1""
                    }
                },
                {
                    ""name"": ""enum_b"",
                    ""type"": ""EnumType""
                }
            ]
        }
    ]
}
I might represent this in Rust using the following structs:

#[derive(Serialize)]
enum EnumType {
    #[serde(rename = ""SYMBOL_1"")]
    Symbol1,
    #[serde(rename = ""SYMBOL_2"")]
    Symbol2,
}

#[derive(Serialize)]
struct FieldA {
    enum_a: EnumType,
    enum_b: EnumType,
}

#[derive(Serialize)]
struct NamespacedMessage {
    field_a: FieldA,
}

let msg = NamespacedMessage {
    field_a: FieldA {
        enum_a: EnumType::Symbol2,
        enum_b: EnumType::Symbol1,
    },
};
and then serialize this into a `Value` using the following logic:

let mut ser = Serializer::default();
let test_value: Value = msg.serialize(&mut ser).unwrap();
After serializing into `test_value` I would expect that `test_value.validate(&schema)` yields True. However this is not the case.

I can work around it by removing the `namespace` definition from my schema which allows the validation to proceed.

I believe the cause of schema validation failure is [this lookup failing](https://github.com/apache/avro/blob/release-1.11.1-rc1/lang/rust/avro/src/types.rs#L370) when schemas are utilized as the `Value` will not have a namespace associated with it.

I believe this could be fixed by altering `validate_internal` to accept an optional namespace that is derived from the provided schema to `validate`. However, I'm not sure if this is an appropriate fix.",Fixed,Resolved,11/15/2022 14:33:00,11/18/2022 13:04:00,11/15/2022 14:40:00,23,3,3.00
user context not passed down in fabric_view_all_docs,https://issues.apache.org/jira/browse/COUCHDB-3232,Fixed,Major,"We omitted to pass user_ctx down in fabric_view_all_docs. Since auth has happened beforehand this hasn't been an obvious issue, but it matters for the _users db as that reacts differently based on the user. couchdb intentionally hides design documents in that database from non-admins and intentionally hides the user docs of other users.

passing the user ctx down fixes both issues.",Fixed,Resolved,11/11/2016 4:43:00,11/11/2016 23:41:00,11/11/2016 4:48:00,4,0,0.00
